CustomerID,CustomerName,Age,AgeCategory,Gender,Country,Rating,PurchaseValue,EngagementScore
C0762,Gregory Cruz,54,Senior,Female,India,4.1,161.98,43.0
C0763,Teresa Martin,53,Senior,Male,UK,3.3,213.9,75.2
C0764,Richard Garcia,52,Senior,Male,UK,4.5,54.72,53.3
C0765,Jeremy Wilson,36,Adult,Male,India,4.5,272.44,26.2
C0766,Jessica Hardin,37,Adult,Male,Canada,4.8,244.69,58.3
C0767,Evan Mills,35,Adult,Female,USA,3.2,162.52,82.7
C0768,Jamie Jones,64,Senior,Male,Germany,4.1,227.32,58.0
C0769,Antonio Boyd,58,Senior,Male,UK,4.2,271.64,96.3
C0770,Allen Reed,66,Senior,Female,Canada,3.5,152.22,72.7
C0771,Lindsey Cohen,31,Adult,Female,USA,3.3,72.85,71.1
C0772,Andrew Shaw,32,Adult,Male,USA,4.9,466.67,62.7
C0773,Kelsey Robbins,48,Adult,Female,India,4.0,174.01,63.8
C0774,James Chang,18,Young,Male,USA,4.2,238.39,60.3
C0775,Sandra Tucker,70,Senior,Female,Germany,3.2,371.3,59.6
C0776,Grant Marsh,20,Young,Female,Germany,2.9,673.49,74.6
C0777,Charles Young,33,Adult,Female,UK,3.4,100.66,48.2
C0778,Jamie Dickson,40,Adult,Male,UK,3.7,303.98,45.6
C0779,Kerry Sawyer,28,Young,Male,France,3.1,165.09,44.8
C0780,William Cruz,29,Young,Male,USA,3.8,185.35,100.0
C0781,Richard Myers,27,Young,Male,France,2.6,163.57,74.5
C0782,Cristina Rodgers,49,Adult,Male,India,3.0,114.92,70.5
C0783,Rebecca Rodriguez,33,Adult,Female,India,4.3,245.05,46.0
C0784,Fernando Edwards,25,Young,Male,USA,4.2,73.06,76.2
C0785,Joseph Fisher,55,Senior,Male,USA,3.5,363.62,62.9
C0786,Teresa Zimmerman,29,Young,Female,UK,3.1,256.6,68.9
C0787,Thomas Fitzgerald,41,Adult,Male,UK,3.1,300.69,47.4
C0788,Mr. Nicholas Allen,45,Adult,Female,Germany,3.5,194.06,67.9
C0789,Melissa Rodriguez,70,Senior,Male,Pakistan,4.3,205.94,57.4
C0790,Amy Norman,25,Young,Male,USA,4.4,284.51,51.2
C0791,Rachel Powers,45,Adult,Male,USA,3.5,110.31,78.2
C0792,Christine Brown,53,Senior,Male,UK,3.0,207.04,37.3
C0793,Mark Williams,43,Adult,Female,Pakistan,4.0,146.85,75.2
C0794,Jeffrey Meyer,25,Young,Male,USA,3.2,143.13,77.3
C0795,Andrew Bradley,67,Senior,Female,Pakistan,3.4,10.0,49.2
C0796,Morgan Obrien,45,Adult,Male,UK,4.7,410.72,50.2
C0797,Kaitlyn Smith,45,Adult,Male,Canada,4.4,167.62,61.0
C0798,Joe Reid,54,Senior,Female,Canada,3.9,389.61,70.1
C0799,Michael Hernandez,58,Senior,Male,UK,2.9,378.26,62.2
C0800,Russell Fleming,53,Senior,Female,UK,3.9,95.68,72.8
C0801,Amy Johnson,44,Adult,Female,Germany,4.5,119.39,96.7
C0802,Leslie Martinez,34,Adult,Female,UK,3.5,557.26,55.9
C0803,Lindsay Adkins,26,Young,Female,Pakistan,4.7,460.11,34.1
C0804,Samantha Williams,50,Senior,Male,India,4.7,246.22,79.9
C0805,Scott Sawyer,70,Senior,Male,Pakistan,5.0,280.88,95.3
C0806,Jeremy Le,37,Adult,Male,India,4.0,174.3,72.1
C0807,Tiffany Stuart,30,Adult,Female,UK,4.2,301.88,45.4
C0808,Cheryl Hamilton,45,Adult,Female,USA,4.8,163.94,62.8
C0809,Willie Fox MD,65,Senior,Male,Pakistan,4.1,10.0,44.9
C0810,Brenda Kirk,46,Adult,Female,UK,3.4,91.41,76.6
C0811,Mary Mccullough,30,Adult,Male,Pakistan,3.5,252.53,40.7
C0812,Jessica Christensen,63,Senior,Female,UK,4.0,114.27,59.6
C0813,Lucas Galloway,52,Senior,Male,USA,2.9,241.93,46.9
C0814,Clayton Patton,23,Young,Female,Australia,3.7,121.04,67.3
C0815,Daniel Allen,35,Adult,Female,USA,4.6,156.12,58.4
C0816,Stephanie Deleon,68,Senior,Male,Australia,2.3,352.38,68.2
C0817,Robert Farrell,22,Young,Male,Australia,4.9,279.7,65.4
C0818,Jessica Diaz,64,Senior,Male,India,4.6,248.84,47.2
C0819,Dustin Sutton,42,Adult,Male,Pakistan,3.5,355.48,76.3
C0820,Jennifer Stark,19,Young,Male,France,4.2,307.67,64.1
C0821,Cindy Herrera,27,Young,Female,India,3.8,423.59,47.2
C0822,Courtney Mora PhD,47,Adult,Female,UK,4.7,194.82,100.0
C0823,Lisa Tyler,67,Senior,Female,Germany,4.5,198.44,73.6
C0824,Beth Morales,62,Senior,Male,France,2.8,93.87,62.2
C0825,Melissa Underwood,22,Young,Female,Germany,4.2,198.52,90.5
C0826,Paul Arnold,50,Senior,Female,Germany,3.7,365.77,98.2
C0827,Kenneth Thomas,18,Young,Male,UK,3.9,406.0,62.4
C0828,Gregory Barnett,35,Adult,Female,France,3.3,365.24,71.3
C0829,Lisa Wallace,49,Adult,Female,India,5.0,34.7,47.2
C0830,Laura Merritt,64,Senior,Male,USA,4.5,379.98,62.4
C0831,Jacob Nielsen,66,Senior,Male,Canada,3.3,29.38,61.4
C0832,Gregory Hernandez,28,Young,Male,Pakistan,2.9,357.77,68.3
C0833,Shannon Mcdonald,38,Adult,Male,India,3.5,205.87,71.0
C0834,Amy Lopez,43,Adult,Female,France,4.1,334.3,75.1
C0835,Kimberly Ayala,42,Adult,Female,India,4.0,90.11,69.3
C0836,Katie Harris,39,Adult,Female,USA,4.7,390.54,43.2
C0837,Karen Pierce,44,Adult,Male,India,4.4,74.2,48.1
C0838,Tony Myers,66,Senior,Male,USA,4.5,169.79,55.2
C0839,Stephanie Jones,30,Adult,Female,Canada,4.0,130.23,59.9
C0840,Xavier Martinez,50,Senior,Female,Australia,2.8,39.49,83.9
C0841,Mr. Matthew Smith,51,Senior,Male,UK,3.7,261.34,44.1
C0842,Sara Murphy,58,Senior,Male,USA,4.5,466.73,58.6
C0843,John Allen,52,Senior,Female,India,3.8,570.03,82.2
C0844,Renee Clark,18,Young,Male,UK,4.2,261.66,59.6
C0845,Elizabeth Cooper,38,Adult,Male,India,3.6,384.0,73.3
C0846,David Brown,65,Senior,Female,USA,3.1,277.85,62.5
C0847,Colin Carter,23,Young,Male,USA,3.7,309.87,69.6
C0848,Tasha Robertson,45,Adult,Male,Australia,4.0,208.94,60.9
C0849,Matthew Greer,34,Adult,Male,Pakistan,3.3,273.41,77.0
C0850,Julie Johnson,22,Young,Male,India,3.6,314.5,37.2
C0851,Brenda Kidd,48,Adult,Female,UK,3.1,180.58,58.5
C0852,Joshua Johnson,22,Young,Male,Pakistan,4.6,240.7,70.3
C0853,Alyssa Cross,55,Senior,Male,France,3.6,242.99,74.6
C0854,Tina Scott,20,Young,Female,France,4.8,349.17,91.9
C0855,Daniel Robinson,70,Senior,Female,Pakistan,4.9,122.08,58.0
C0856,Charles Olson,40,Adult,Female,France,3.7,243.81,91.6
C0857,Mary Baker,54,Senior,Male,Germany,3.1,479.44,53.1
C0858,Stephanie Hall,70,Senior,Male,UK,2.3,389.69,88.9
C0859,Matthew Knox,54,Senior,Female,India,2.8,411.9,79.7
C0860,Jaclyn Huffman,27,Young,Female,UK,2.8,252.93,48.6
C0861,Victoria Lee,27,Young,Male,Pakistan,4.8,288.52,70.5
C0862,Samantha Alexander,36,Adult,Male,UK,3.9,370.27,64.1
C0863,Colton Henry,34,Adult,Male,Pakistan,4.1,437.23,76.3
C0864,Megan Mathis,38,Adult,Female,Pakistan,2.2,15.81,61.0
C0865,Barbara Houston,31,Adult,Female,USA,3.0,92.15,59.5
C0866,Andrew Davis,26,Young,Male,USA,4.4,407.13,89.6
C0867,Matthew Rhodes,63,Senior,Male,USA,4.0,216.77,63.2
C0868,Austin Wilkins,18,Young,Female,France,3.7,169.39,79.9
C0869,Kelly Johnson,68,Senior,Female,India,4.2,99.5,60.9
C0870,Erin Lopez DVM,62,Senior,Male,USA,4.9,183.4,95.0
C0871,Billy Mcfarland,30,Adult,Female,Pakistan,3.6,81.72,52.8
C0872,Alyssa Perkins,21,Young,Female,UK,3.8,500.93,53.9
C0873,Nicholas Stevens,18,Young,Male,Germany,3.9,247.31,92.4
C0874,Daniel Villanueva,66,Senior,Female,Canada,5.0,243.05,57.0
C0875,James Allen,57,Senior,Male,UK,2.3,320.57,93.8
C0876,Joshua Rice,49,Adult,Female,Germany,4.3,365.48,81.1
C0877,Nicholas Wood,51,Senior,Female,USA,3.7,363.51,62.2
C0878,Elizabeth Peterson,45,Adult,Female,USA,4.2,378.83,32.4
C0879,Daniel Perez,48,Adult,Female,UK,3.3,174.3,64.7
C0880,Kristina Young,25,Young,Male,USA,3.8,214.26,66.8
C0881,Joseph Parker,56,Senior,Female,Pakistan,4.3,342.28,86.0
C0882,Rachel Black,43,Adult,Female,Germany,5.0,186.71,93.6
C0883,Corey Davila,51,Senior,Male,France,4.4,249.39,52.7
C0884,Timothy Morgan,20,Young,Female,USA,3.2,297.85,79.4
C0885,Bradley Nichols,67,Senior,Female,UK,3.5,344.22,78.8
C0886,Heidi Ferguson,29,Young,Male,Pakistan,3.5,36.68,84.3
C0887,Jenna Diaz,18,Young,Female,Australia,2.5,335.77,74.0
C0888,Joseph Alvarez,61,Senior,Female,USA,3.6,221.95,30.0
C0889,Anna Baker,22,Young,Male,Canada,4.3,334.89,62.2
C0890,Olivia Holmes,47,Adult,Female,France,2.9,343.23,44.2
C0891,Peter Valenzuela,47,Adult,Male,France,4.5,442.95,61.4
C0892,Melvin Castaneda,34,Adult,Male,Germany,4.1,412.41,82.6
C0893,David Logan,65,Senior,Male,USA,3.3,411.59,70.5
C0894,Julie Marquez,64,Senior,Female,USA,3.7,423.24,85.7
C0895,Alexandria Lewis,40,Adult,Female,France,4.9,284.97,71.2
C0896,Sheryl Brown,32,Adult,Male,UK,4.3,253.86,41.6
C0897,James Hicks,54,Senior,Male,Canada,3.8,354.74,19.6
C0898,Melinda Douglas,38,Adult,Female,Germany,3.6,337.85,67.7
C0899,Kerry Roberts,31,Adult,Male,USA,3.9,212.91,61.1
C0900,Robert Cole,19,Young,Female,Pakistan,3.4,298.58,47.4
C0901,Wendy Burns,28,Young,Female,UK,2.3,245.79,34.4
C0902,Jeremy Wright,68,Senior,Male,France,5.0,147.53,51.8
C0903,Micheal Jimenez,56,Senior,Female,Pakistan,3.9,404.86,61.5
C0904,Amy Johnson,55,Senior,Male,Canada,4.1,256.62,77.0
C0905,William Pratt,51,Senior,Female,India,3.8,495.84,68.4
C0906,Rachel Henderson,55,Senior,Female,Pakistan,3.3,54.94,93.9
C0907,Sergio Harris,67,Senior,Female,Pakistan,3.7,183.19,46.4
C0908,Mr. Aaron Henderson,51,Senior,Male,Canada,2.7,253.92,80.9
C0909,Yvonne Howard,35,Adult,Female,UK,5.0,386.49,65.9
C0910,Carol Edwards,47,Adult,Male,USA,2.9,297.94,77.5
C0911,Olivia Larson,32,Adult,Male,UK,3.1,287.26,57.1
C0912,Kyle Welch,44,Adult,Male,USA,3.5,114.73,84.3
C0913,Donna House,68,Senior,Female,Pakistan,4.7,111.17,70.3
C0914,Michelle Gonzalez,51,Senior,Female,Pakistan,3.8,288.7,52.8
C0915,Paul Kim,69,Senior,Female,France,2.9,86.31,64.8
C0916,Matthew Contreras,55,Senior,Female,USA,4.7,186.17,60.7
C0917,Barry Smith,50,Senior,Male,Pakistan,4.3,310.11,73.8
C0918,Cody Young,41,Adult,Female,UK,4.2,132.12,43.8
C0919,Jessica Murphy,32,Adult,Male,Pakistan,4.3,442.64,64.5
C0920,Richard Castro,47,Adult,Female,France,5.0,396.87,72.1
C0921,Raymond Ware,59,Senior,Female,UK,5.0,61.43,65.6
C0922,Mary Watson,68,Senior,Female,USA,3.3,138.12,89.2
C0923,Darryl Baker,34,Adult,Female,USA,4.9,10.0,78.9
C0924,Jason Lynn,22,Young,Male,India,4.1,156.09,64.9
C0925,Stephanie Miller,46,Adult,Male,Canada,4.1,341.97,68.9
C0926,William Perez,21,Young,Female,Pakistan,2.6,200.33,70.3
C0927,Beverly Oliver,27,Young,Male,USA,3.7,305.3,72.3
C0928,Jacqueline Pineda,34,Adult,Male,Germany,3.2,67.32,32.1
C0929,Oscar Lara,27,Young,Male,Pakistan,4.4,345.76,59.6
C0930,Stephen Brown,34,Adult,Female,India,4.5,183.39,38.3
C0931,Lauren Mullins,37,Adult,Male,USA,2.3,251.46,88.0
C0932,Kevin Branch,41,Adult,Male,USA,3.8,238.86,63.9
C0933,Mary Greene,22,Young,Female,Pakistan,4.6,97.41,61.5
C0934,Gary Miller,51,Senior,Female,UK,3.7,111.63,81.1
C0935,Lindsay Rogers,23,Young,Male,UK,4.3,366.14,72.6
C0936,Mark Atkins,70,Senior,Male,USA,4.0,297.88,44.7
C0937,Corey Harding,19,Young,Male,France,4.0,376.01,63.7
C0938,Scott Daniel,30,Adult,Male,India,3.6,288.96,59.0
C0939,Faith Castaneda,60,Senior,Male,Australia,2.9,267.16,33.6
C0940,Brandi Butler,60,Senior,Female,France,3.0,42.88,52.6
C0941,Charlotte Bartlett,65,Senior,Female,Germany,4.3,217.56,61.7
C0942,Ralph Hammond,28,Young,Female,USA,3.8,246.71,62.9
C0943,Curtis Calderon,68,Senior,Male,France,3.7,484.37,38.3
C0944,Marc Coleman,64,Senior,Female,UK,3.5,332.43,85.7
C0945,Joe Cordova,40,Adult,Male,France,3.6,434.33,63.2
C0946,Gloria Larson,33,Adult,Female,UK,4.5,321.7,65.7
C0947,Todd Oneal,48,Adult,Female,UK,3.6,164.64,72.2
C0948,Michael Garcia,28,Young,Male,USA,2.9,264.05,50.8
C0949,Alex Gordon,33,Adult,Female,UK,4.3,278.35,73.2
C0950,David Andrade MD,25,Young,Male,USA,3.7,137.3,58.4
C0951,Zachary Turner,21,Young,Female,USA,3.8,203.87,48.9
C0952,James Hartman,57,Senior,Male,Australia,4.9,225.31,75.3
C0953,Brenda Richardson,21,Young,Male,Germany,3.8,442.67,91.9
C0954,Nathaniel Washington,42,Adult,Female,France,4.0,10.0,78.0
C0955,Susan Wilson,20,Young,Male,Canada,3.0,394.7,81.6
C0956,Kimberly Flynn,49,Adult,Female,Australia,3.6,137.58,55.6
C0957,Nicole King,20,Young,Male,France,4.2,85.35,36.2
C0958,David Macdonald,44,Adult,Female,India,2.7,391.59,91.8
C0959,Dwayne Powell,46,Adult,Female,UK,3.9,337.83,100.0
C0960,Jennifer Lopez,49,Adult,Male,UK,3.9,400.54,92.8
C0961,Rebekah Alexander,67,Senior,Male,Germany,3.8,346.08,59.0
C0962,Paul Wall,68,Senior,Male,Pakistan,4.5,497.18,44.2
C0963,Isaiah Rogers,36,Adult,Male,Pakistan,4.0,317.05,45.8
C0964,Wesley Stanton,38,Adult,Male,UK,4.8,231.22,34.7
C0965,Melanie Walker,22,Young,Female,USA,3.1,291.15,63.1
C0966,Jon Brooks,35,Adult,Female,Pakistan,3.9,399.22,93.9
C0967,Mark Dorsey,45,Adult,Female,USA,3.9,156.47,62.5
C0968,Brittany Wright,59,Senior,Female,France,3.1,171.77,70.4
C0969,Melissa Huffman,39,Adult,Female,Pakistan,4.5,212.92,89.8
C0970,Larry Kennedy,38,Adult,Female,Pakistan,5.0,10.0,57.7
C0971,Seth Oliver,23,Young,Male,India,3.8,266.57,100.0
C0972,Joe Ortiz,18,Young,Female,Canada,4.2,23.66,100.0
C0973,Nicole Banks,22,Young,Female,Germany,3.9,256.37,62.6
C0974,Joseph Bolton,58,Senior,Female,Pakistan,3.3,353.83,54.6
C0975,Austin Galloway,29,Young,Male,France,2.5,192.77,77.6
C0976,Barbara Porter,43,Adult,Male,USA,3.3,451.25,58.7
C0977,Brooke Erickson,63,Senior,Male,USA,2.8,74.74,44.2
C0978,Monica Roberts DDS,51,Senior,Female,UK,5.0,392.95,88.1
C0979,Regina Scott,66,Senior,Female,Germany,3.7,331.02,86.9
C0980,Stephanie Haas,31,Adult,Male,France,3.6,44.08,67.8
C0981,David Patrick,43,Adult,Female,India,4.4,575.3,42.3
C0982,Tiffany Tran,62,Senior,Male,USA,3.0,242.35,42.9
C0983,Tracie Martinez,44,Adult,Male,USA,3.3,144.7,66.9
C0984,Andre Willis,26,Young,Male,Australia,3.8,81.15,56.0
C0985,Ashley Mayo,43,Adult,Female,USA,4.5,223.6,58.9
C0986,Nathan Baker,64,Senior,Female,Germany,4.2,234.71,83.4
C0987,Barry Carlson,39,Adult,Male,France,4.0,262.32,78.2
C0988,Ashley Phillips,64,Senior,Female,France,3.9,214.26,89.8
C0989,Miguel Sampson,47,Adult,Male,USA,4.1,325.99,47.2
C0990,Robert Charles,60,Senior,Female,USA,3.9,203.48,58.8
C0991,Julian Reyes,65,Senior,Female,USA,3.1,17.8,78.7
C0992,Lance Matthews,34,Adult,Female,France,3.8,232.08,73.1
C0993,Jonathan Lynch,43,Adult,Male,France,3.0,10.0,92.6
C0994,Vincent Carroll,53,Senior,Female,UK,3.9,292.45,72.6
C0995,Sharon Gaines,18,Young,Female,Pakistan,3.5,132.48,98.3
C0996,Mark Nguyen,25,Young,Male,India,5.0,269.6,74.7
C0997,Jordan Wilson,66,Senior,Female,USA,3.8,407.69,84.1
C0998,Kathleen Garner,52,Senior,Male,Germany,2.8,136.15,59.2
C0999,Bryan Hill,69,Senior,Female,Pakistan,3.7,377.35,65.3
C1000,Joel Simon,32,Adult,Male,UK,4.2,197.99,81.4
C1001,Elizabeth Brown,64,Senior,Female,UK,5.0,460.38,94.0
C1002,John Martinez,39,Adult,Female,France,3.4,206.18,78.1
C1003,Jacob Torres,31,Adult,Male,Canada,2.7,149.14,63.5
C1004,David Cox,43,Adult,Male,India,4.4,332.47,89.8
C1005,Donna Boyer,45,Adult,Male,France,2.8,197.71,25.5
C1006,Nicholas Mcdowell,40,Adult,Male,Pakistan,3.5,149.03,39.4
C1007,Thomas Jackson,31,Adult,Male,UK,3.6,192.66,77.3
C1008,Andrea Wilson,41,Adult,Female,Pakistan,3.8,244.65,65.3
C1009,Bruce Taylor,19,Young,Male,Germany,4.3,411.06,75.9
C1010,Tracy Jones DDS,62,Senior,Male,USA,3.3,17.91,66.2
C1011,Elizabeth Andersen,43,Adult,Female,Pakistan,3.6,252.77,75.3
C1012,Christopher Wright,31,Adult,Male,France,3.8,324.99,50.3
C1013,Kayla Clark,68,Senior,Female,UK,3.9,273.21,75.3
C1014,Kurt Cordova,24,Young,Female,Canada,3.9,407.18,82.9
C1015,Alan Frazier,20,Young,Female,USA,4.1,241.08,87.0
C1016,Jonathan Johnson,64,Senior,Female,UK,4.4,227.85,100.0
C1017,Pamela White,40,Adult,Female,USA,4.1,321.08,69.4
C1018,Ryan Hale,63,Senior,Male,India,4.1,261.92,69.9
C1019,Ryan Kelly,60,Senior,Male,Pakistan,2.7,203.15,37.6
C1020,Emily Chambers,64,Senior,Male,UK,3.8,311.94,55.4
C1021,Carly Salazar,62,Senior,Female,Pakistan,4.1,171.7,61.5
C1022,Derek Bell,35,Adult,Male,UK,4.3,176.66,83.9
C1023,Robert Moore,55,Senior,Female,India,3.3,186.64,54.0
C1024,Joshua Beck,52,Senior,Female,Germany,3.3,412.37,79.3
C1025,Michael Fernandez,68,Senior,Female,Germany,3.4,10.0,65.0
C1026,Lisa Butler,32,Adult,Female,Canada,4.2,297.47,61.8
C1027,William Sandoval,42,Adult,Male,UK,4.5,254.11,69.5
C1028,Tina Walters,54,Senior,Female,USA,3.5,48.3,58.0
C1029,Ms. Rebecca Young,45,Adult,Female,France,4.4,287.17,57.3
C1030,Christian Peck,27,Young,Male,Australia,3.9,307.09,34.3
C1031,Lisa Jackson,56,Senior,Male,UK,3.7,320.76,60.5
C1032,Sheila Lee,34,Adult,Female,USA,3.7,10.0,56.4
C1033,Robert Rogers,56,Senior,Female,UK,4.3,413.97,55.7
C1034,Megan Escobar,39,Adult,Female,Germany,4.0,161.47,72.5
C1035,Megan Johnson,43,Adult,Female,USA,5.0,332.39,76.9
C1036,Garrett Clarke,61,Senior,Female,Pakistan,3.2,338.93,69.2
C1037,Amanda Wolfe,42,Adult,Male,Australia,4.2,144.8,82.9
C1038,Richard Marsh,34,Adult,Male,Germany,3.4,329.26,75.4
C1039,Stephen Richards,30,Adult,Male,UK,3.2,203.74,59.7
C1040,Robert Williams,37,Adult,Male,Germany,3.8,10.0,56.7
C1041,William Thomas,42,Adult,Female,USA,3.9,390.13,70.6
C1042,Jennifer Reeves,21,Young,Female,Canada,5.0,156.99,75.3
C1043,Laurie Thompson,27,Young,Female,Germany,3.7,147.46,90.2
C1044,Jenna Lindsey,20,Young,Male,UK,3.0,201.63,86.4
C1045,Thomas Wright,58,Senior,Female,Pakistan,4.0,282.67,55.3
C1046,Bryan Jackson,62,Senior,Female,Germany,2.3,243.13,63.2
C1047,Kimberly Morales,35,Adult,Female,Pakistan,3.7,315.77,77.1
C1048,Cody Wright,64,Senior,Female,USA,3.8,89.26,84.2
C1049,Jessica Moore,53,Senior,Male,India,4.4,160.91,81.9
C1050,Joseph Rangel,64,Senior,Male,Canada,4.5,236.08,63.9
C1051,Daniel Foster,39,Adult,Male,Pakistan,3.4,477.75,42.4
C1052,Amber Bell,51,Senior,Male,Australia,3.7,236.34,47.0
C1053,John Jordan,64,Senior,Male,USA,3.3,380.23,69.9
C1054,William Adkins,25,Young,Female,Germany,3.0,254.63,71.2
C1055,Melissa Henry,57,Senior,Female,France,4.0,191.96,45.2
C1056,Keith Hartman,66,Senior,Female,France,2.9,220.39,65.8
C1057,Keith Horn,61,Senior,Female,Germany,3.5,229.79,76.4
C1058,Robert Humphrey Jr.,36,Adult,Male,UK,3.1,322.44,44.3
C1059,Emily Miller,59,Senior,Female,USA,4.2,414.95,84.9
C1060,Deborah Valencia,58,Senior,Male,UK,5.0,293.16,58.2
C1061,Johnathan Kirk,54,Senior,Male,USA,2.9,392.45,87.6
C1062,Sara Smith,23,Young,Male,Pakistan,2.5,134.23,55.4
C1063,Aaron Levy,69,Senior,Male,USA,3.7,200.24,46.5
C1064,James Dickson,43,Adult,Male,USA,3.8,163.08,56.8
C1065,Regina Graham,51,Senior,Male,France,4.0,287.73,63.3
C1066,Julian Stark,62,Senior,Male,France,3.5,206.92,58.0
C1067,Tracy Singleton,23,Young,Female,Canada,3.7,337.57,61.1
C1068,Breanna Bryant,54,Senior,Male,France,4.1,138.28,71.0
C1069,Cynthia Juarez,50,Senior,Male,UK,4.5,255.16,61.9
C1070,Eric Mullen,70,Senior,Male,India,2.4,332.42,63.8
C1071,Garrett Wilson,39,Adult,Female,France,3.5,10.0,34.2
C1072,Jason Kelly,38,Adult,Male,USA,3.9,504.6,72.1
C1073,Lindsey Martinez,23,Young,Male,France,3.2,216.02,63.4
C1074,Richard Sullivan,23,Young,Male,Canada,5.0,10.0,94.0
C1075,Michelle Chapman,65,Senior,Male,UK,3.4,268.97,48.1
C1076,Carolyn Mann,21,Young,Male,UK,3.8,254.01,32.5
C1077,Amy Chang,47,Adult,Male,USA,4.2,240.17,76.1
C1078,Ivan Manning,28,Young,Male,USA,3.4,368.94,71.2
C1079,Joshua Coleman,47,Adult,Male,Germany,2.5,339.69,46.8
C1080,Patrick Harmon,48,Adult,Male,France,3.5,285.75,37.5
C1081,Jeffrey Walton,41,Adult,Female,USA,4.5,304.02,92.7
C1082,Tyler Martin,26,Young,Female,Canada,3.6,237.48,90.5
C1083,Holly Golden,20,Young,Male,India,3.2,463.06,20.2
C1084,Stacey Martinez,68,Senior,Male,France,4.4,72.5,56.8
C1085,Brenda Moore,48,Adult,Female,India,3.6,266.76,95.0
C1086,Rachel Rosales,57,Senior,Male,USA,3.4,257.8,56.4
C1087,Michael Rivera,54,Senior,Male,Germany,3.9,347.59,56.2
C1088,Curtis Mccormick,53,Senior,Female,Pakistan,4.3,148.74,59.9
C1089,Manuel Jones,41,Adult,Male,India,5.0,40.76,44.8
C1090,Noah Patterson,48,Adult,Male,India,4.4,268.82,34.3
C1091,Heather Perry,23,Young,Male,UK,4.6,283.75,83.9
C1092,Jacob Wallace,19,Young,Female,Canada,3.4,428.75,31.8
C1093,Emily Dickson,37,Adult,Male,USA,3.1,97.56,69.5
C1094,Michael Cummings,45,Adult,Female,Canada,3.8,388.56,81.0
C1095,Todd Mooney,28,Young,Female,Australia,3.9,534.09,38.9
C1096,Alexander Robertson,21,Young,Male,USA,3.0,204.67,48.4
C1097,Brianna Brady,32,Adult,Male,Pakistan,3.7,95.09,86.8
C1098,Leslie Jones,23,Young,Male,USA,4.1,201.16,74.6
C1099,Linda Simmons,66,Senior,Male,Germany,4.1,251.68,53.9
C1100,Timothy Brown,47,Adult,Male,Germany,4.2,317.65,86.6
C1101,Brandon Harrington,55,Senior,Female,France,4.0,179.03,86.7
C1102,Michael Rasmussen,68,Senior,Female,Canada,3.4,436.62,69.8
C1103,Ryan Le,19,Young,Female,Pakistan,3.4,116.26,48.8
C1104,Ashley Rogers,32,Adult,Male,Germany,3.0,41.3,57.6
C1105,Lisa Guerra DDS,28,Young,Female,India,5.0,382.81,70.2
C1106,Olivia Hunter,25,Young,Female,Australia,3.8,10.0,61.6
C1107,James Silva,43,Adult,Female,USA,3.6,225.5,81.9
C1108,Deborah Sloan,68,Senior,Male,Australia,3.1,624.12,37.5
C1109,Gregory Parker,62,Senior,Female,USA,5.0,248.55,38.1
C1110,Laura Davis,61,Senior,Male,India,3.0,115.51,68.3
C1111,Edward Miller,22,Young,Male,UK,3.5,243.11,56.2
C1112,Jonathan Chavez,23,Young,Male,USA,4.1,243.9,53.7
C1113,Spencer Anderson,43,Adult,Female,Germany,4.2,269.28,33.2
C1114,Scott Walters,21,Young,Female,Pakistan,4.5,329.47,65.4
C1115,Anthony Hernandez,36,Adult,Male,UK,5.0,125.31,64.1
C1116,Amy Harrison,37,Adult,Male,USA,4.2,452.51,76.8
C1117,Mark Tucker,50,Senior,Male,France,3.1,279.41,66.2
C1118,Christopher Williams,37,Adult,Male,Canada,3.6,337.22,62.6
C1119,Bruce Valenzuela,66,Senior,Male,UK,4.0,174.62,86.2
C1120,Brandy Jackson,29,Young,Male,USA,5.0,404.37,41.4
C1121,Jill Baker,64,Senior,Female,Germany,2.8,219.15,74.7
C1122,Andrew Flowers,18,Young,Male,USA,4.6,283.31,34.9
C1123,Michael Bell,43,Adult,Male,India,3.9,138.03,49.9
C1124,Daniel Martinez,31,Adult,Male,India,4.4,130.37,43.2
C1125,Alexandra Fuller,55,Senior,Female,France,3.7,332.58,79.1
C1126,Kristin Goodman,54,Senior,Female,UK,3.2,196.77,63.8
C1127,Dawn White,28,Young,Female,India,4.3,147.54,64.8
C1128,Joshua Hill,53,Senior,Male,France,4.3,172.82,45.1
C1129,Christina Acosta,30,Adult,Female,India,4.5,333.87,59.6
C1130,Loretta Bauer,60,Senior,Male,Pakistan,3.8,174.52,51.3
C1131,Joshua Williams,20,Young,Female,India,3.4,235.88,71.9
C1132,Carla Kaiser,50,Senior,Female,France,2.7,251.8,47.2
C1133,Amanda Palmer,23,Young,Female,Germany,4.4,19.92,88.9
C1134,Eric Dodson,67,Senior,Female,Australia,4.1,73.46,34.8
C1135,Anna Wilson,27,Young,Female,France,3.1,290.35,50.5
C1136,Veronica Williams,22,Young,Male,France,3.4,161.56,95.2
C1137,Denise Haas,40,Adult,Female,UK,3.5,376.81,57.2
C1138,Rhonda Williams,27,Young,Male,Pakistan,2.8,366.02,41.3
C1139,Anthony Campbell,61,Senior,Female,France,3.2,336.3,68.9
C1140,Joseph Howard,19,Young,Male,USA,3.0,468.37,56.4
C1141,Jeremy Powell,30,Adult,Male,USA,3.5,240.03,50.0
